Running command... `ios bundles list_frameworks --full-path`
Executable               Bundle                                    Version    Path
XAppSettingsStorage      org.cocoapods.XAppSettingsStorage         1.0.0      /var/containers/Bundle/Application/396FF8EE-DCB7-40FC-A5FD-EE3D4C990E50/1xBet.app/Frameworks/XAppSettingsStorage.framework
FirebasePerformance      org.cocoapods.FirebasePerformance         8.10.0     /var/containers/Bundle/Application/396FF8EE-DCB7-40FC-A5FD-EE3D4C990E50/1xBet.app/Frameworks/FirebasePerformance.framework
FirebaseCore             org.cocoapods.FirebaseCore                8.10.0     /var/containers/Bundle/Application/396FF8EE-DCB7-40FC-A5FD-EE3D4C990E50/1xBet.app/Frameworks/FirebaseCore.framework
nanopb                   org.cocoapods.nanopb                      2.30908.0  /var/containers/Bundle/Application/396FF8EE-DCB7-40FC-A5FD-EE3D4C990E50/1xBet.app/Frameworks/nanopb.framework
GoogleUtilities          org.cocoapods.GoogleUtilities             7.6.0      /var/containers/Bundle/Application/396FF8EE-DCB7-40FC-A5FD-EE3D4C990E50/1xBet.app/Frameworks/GoogleUtilities.framework
                                                                              /System/Library/PrivateFrameworks/CoreLocationProtobuf.framework
SwiftAccountModule       org.cocoapods.SwiftAccountModule          1.0.0      /var/containers/Bundle/Application/396FF8EE-DCB7-40FC-A5FD-EE3D4C990E50/1xBet.app/Frameworks/SwiftAccountModule.framework
Lottie                   org.cocoapods.Lottie                      3.1.9      /var/containers/Bundle/Application/396FF8EE-DCB7-40FC-A5FD-EE3D4C990E50/1xBet.app/Frameworks/Lottie.framework
GameOptions              org.cocoapods.GameOptions                 1.0.0      /var/containers/Bundle/Application/396FF8EE-DCB7-40FC-A5FD-EE3D4C990E50/1xBet.app/Frameworks/GameOptions.framework
YandexLoginSDK           org.cocoapods.YandexLoginSDK              2.0.2      /var/containers/Bundle/Application/396FF8EE-DCB7-40FC-A5FD-EE3D4C990E50/1xBet.app/Frameworks/YandexLoginSDK.framework
SwiftGames               org.cocoapods.SwiftGames                  1.0.0      /var/containers/Bundle/Application/396FF8EE-DCB7-40FC-A5FD-EE3D4C990E50/1xBet.app/Frameworks/SwiftGames.framework
FBLPromises              org.cocoapods.FBLPromises                 2.0.0      /var/containers/Bundle/Application/396FF8EE-DCB7-40FC-A5FD-EE3D4C990E50/1xBet.app/Frameworks/FBLPromises.framework
SkeletonView             org.cocoapods.SkeletonView                1.29.2     /var/containers/Bundle/Application/396FF8EE-DCB7-40FC-A5FD-EE3D4C990E50/1xBet.app/Frameworks/SkeletonView.framework
AppleReachability        org.cocoapods.AppleReachability           5.0.0      /var/containers/Bundle/Application/396FF8EE-DCB7-40FC-A5FD-EE3D4C990E50/1xBet.app/Frameworks/AppleReachability.framework
FirebaseABTesting        org.cocoapods.FirebaseABTesting           8.10.0     /var/containers/Bundle/Application/396FF8EE-DCB7-40FC-A5FD-EE3D4C990E50/1xBet.app/Frameworks/FirebaseABTesting.framework
UserTransactions         org.cocoapods.UserTransactions            1.0.0      /var/containers/Bundle/Application/396FF8EE-DCB7-40FC-A5FD-EE3D4C990E50/1xBet.app/Frameworks/UserTransactions.framework
Kingfisher               org.cocoapods.Kingfisher                  6.3.0      /var/containers/Bundle/Application/396FF8EE-DCB7-40FC-A5FD-EE3D4C990E50/1xBet.app/Frameworks/Kingfisher.framework
SwiftUtils               org.cocoapods.SwiftUtils                  1.0.0      /var/containers/Bundle/Application/396FF8EE-DCB7-40FC-A5FD-EE3D4C990E50/1xBet.app/Frameworks/SwiftUtils.framework
NetworkService           org.cocoapods.NetworkService              1.0.0      /var/containers/Bundle/Application/396FF8EE-DCB7-40FC-A5FD-EE3D4C990E50/1xBet.app/Frameworks/NetworkService.framework
SwiftSupport             org.cocoapods.SwiftSupport                1.0.0      /var/containers/Bundle/Application/396FF8EE-DCB7-40FC-A5FD-EE3D4C990E50/1xBet.app/Frameworks/SwiftSupport.framework
QRCodeReader             org.cocoapods.QRCodeReader                10.1.0     /var/containers/Bundle/Application/396FF8EE-DCB7-40FC-A5FD-EE3D4C990E50/1xBet.app/Frameworks/QRCodeReader.framework
SwiftPromotions          org.cocoapods.SwiftPromotions             1.0.0      /var/containers/Bundle/Application/396FF8EE-DCB7-40FC-A5FD-EE3D4C990E50/1xBet.app/Frameworks/SwiftPromotions.framework
MessageFeed              org.cocoapods.MessageFeed                 1.0.0      /var/containers/Bundle/Application/396FF8EE-DCB7-40FC-A5FD-EE3D4C990E50/1xBet.app/Frameworks/MessageFeed.framework
JDFTooltips              org.cocoapods.JDFTooltips                 1.3.0      /var/containers/Bundle/Application/396FF8EE-DCB7-40FC-A5FD-EE3D4C990E50/1xBet.app/Frameworks/JDFTooltips.framework
GoogleToolboxForMac      org.cocoapods.GoogleToolboxForMac         2.3.0      /var/containers/Bundle/Application/396FF8EE-DCB7-40FC-A5FD-EE3D4C990E50/1xBet.app/Frameworks/GoogleToolboxForMac.framework
ok_ios_sdk               org.cocoapods.ok-ios-sdk                  2.0.14     /var/containers/Bundle/Application/396FF8EE-DCB7-40FC-A5FD-EE3D4C990E50/1xBet.app/Frameworks/ok_ios_sdk.framework
AppAuth                  org.cocoapods.AppAuth                     1.4.0      /var/containers/Bundle/Application/396FF8EE-DCB7-40FC-A5FD-EE3D4C990E50/1xBet.app/Frameworks/AppAuth.framework
UCZProgressView          org.cocoapods.UCZProgressView             1.0.2      /var/containers/Bundle/Application/396FF8EE-DCB7-40FC-A5FD-EE3D4C990E50/1xBet.app/Frameworks/UCZProgressView.framework
FirebaseCrashlytics      org.cocoapods.FirebaseCrashlytics         8.10.0     /var/containers/Bundle/Application/396FF8EE-DCB7-40FC-A5FD-EE3D4C990E50/1xBet.app/Frameworks/FirebaseCrashlytics.framework
Onboarding               org.cocoapods.Onboarding                  1.0.0      /var/containers/Bundle/Application/396FF8EE-DCB7-40FC-A5FD-EE3D4C990E50/1xBet.app/Frameworks/Onboarding.framework
GamesCollection          org.cocoapods.GamesCollection             1.0.0      /var/containers/Bundle/Application/396FF8EE-DCB7-40FC-A5FD-EE3D4C990E50/1xBet.app/Frameworks/GamesCollection.framework
SwiftCoreServices        org.cocoapods.SwiftCoreServices           1.0.0      /var/containers/Bundle/Application/396FF8EE-DCB7-40FC-A5FD-EE3D4C990E50/1xBet.app/Frameworks/SwiftCoreServices.framework
Colours                  org.cocoapods.Colours                     5.13.0     /var/containers/Bundle/Application/396FF8EE-DCB7-40FC-A5FD-EE3D4C990E50/1xBet.app/Frameworks/Colours.framework
Coupon                   org.cocoapods.Coupon                      1.0.0      /var/containers/Bundle/Application/396FF8EE-DCB7-40FC-A5FD-EE3D4C990E50/1xBet.app/Frameworks/Coupon.framework
TMXProfilingConnections  com.threatmetrix.TMXProfilingConnections  1.0        /var/containers/Bundle/Application/396FF8EE-DCB7-40FC-A5FD-EE3D4C990E50/1xBet.app/Frameworks/TMXProfilingConnections.framework
EasyTipView              org.cocoapods.EasyTipView                 2.1.0      /var/containers/Bundle/Application/396FF8EE-DCB7-40FC-A5FD-EE3D4C990E50/1xBet.app/Frameworks/EasyTipView.framework
FirebaseRemoteConfig     org.cocoapods.FirebaseRemoteConfig        8.10.0     /var/containers/Bundle/Application/396FF8EE-DCB7-40FC-A5FD-EE3D4C990E50/1xBet.app/Frameworks/FirebaseRemoteConfig.framework
MenuItemsModule          org.cocoapods.MenuItemsModule             1.0.0      /var/containers/Bundle/Application/396FF8EE-DCB7-40FC-A5FD-EE3D4C990E50/1xBet.app/Frameworks/MenuItemsModule.framework
FirebaseInstallations    org.cocoapods.FirebaseInstallations       8.10.0     /var/containers/Bundle/Application/396FF8EE-DCB7-40FC-A5FD-EE3D4C990E50/1xBet.app/Frameworks/FirebaseInstallations.framework
PinLayout                org.cocoapods.PinLayout                   1.9.3      /var/containers/Bundle/Application/396FF8EE-DCB7-40FC-A5FD-EE3D4C990E50/1xBet.app/Frameworks/PinLayout.framework
SwiftProjectLayer        org.cocoapods.SwiftProjectLayer           1.0.0      /var/containers/Bundle/Application/396FF8EE-DCB7-40FC-A5FD-EE3D4C990E50/1xBet.app/Frameworks/SwiftProjectLayer.framework
PromotionWebViewModule   org.cocoapods.PromotionWebViewModule      1.0.1      /var/containers/Bundle/Application/396FF8EE-DCB7-40FC-A5FD-EE3D4C990E50/1xBet.app/Frameworks/PromotionWebViewModule.framework
GTMSessionFetcher        org.cocoapods.GTMSessionFetcher           1.5.0      /var/containers/Bundle/Application/396FF8EE-DCB7-40FC-A5FD-EE3D4C990E50/1xBet.app/Frameworks/GTMSessionFetcher.framework
TTTAttributedLabel       org.cocoapods.TTTAttributedLabel          2.0.0      /var/containers/Bundle/Application/396FF8EE-DCB7-40FC-A5FD-EE3D4C990E50/1xBet.app/Frameworks/TTTAttributedLabel.framework
Shared                   org.cocoapods.Shared                      1.0.0      /var/containers/Bundle/Application/396FF8EE-DCB7-40FC-A5FD-EE3D4C990E50/1xBet.app/Frameworks/Shared.framework
Favorite                 org.cocoapods.Favorite                    1.0.0      /var/containers/Bundle/Application/396FF8EE-DCB7-40FC-A5FD-EE3D4C990E50/1xBet.app/Frameworks/Favorite.framework
Toto                     org.cocoapods.Toto                        1.0.0      /var/containers/Bundle/Application/396FF8EE-DCB7-40FC-A5FD-EE3D4C990E50/1xBet.app/Frameworks/Toto.framework
DeviceUtil               org.cocoapods.DeviceUtil                  6.1.8      /var/containers/Bundle/Application/396FF8EE-DCB7-40FC-A5FD-EE3D4C990E50/1xBet.app/Frameworks/DeviceUtil.framework
SocketRocket             org.cocoapods.SocketRocket                0.6.0      /var/containers/Bundle/Application/396FF8EE-DCB7-40FC-A5FD-EE3D4C990E50/1xBet.app/Frameworks/SocketRocket.framework
GoogleDataTransport      org.cocoapods.GoogleDataTransport         9.1.2      /var/containers/Bundle/Application/396FF8EE-DCB7-40FC-A5FD-EE3D4C990E50/1xBet.app/Frameworks/GoogleDataTransport.framework
SVPullToRefresh          org.cocoapods.SVPullToRefresh             0.4.1      /var/containers/Bundle/Application/396FF8EE-DCB7-40FC-A5FD-EE3D4C990E50/1xBet.app/Frameworks/SVPullToRefresh.framework
GTMAppAuth               org.cocoapods.GTMAppAuth                  1.1.0      /var/containers/Bundle/Application/396FF8EE-DCB7-40FC-A5FD-EE3D4C990E50/1xBet.app/Frameworks/GTMAppAuth.framework
DesignSystem             org.cocoapods.DesignSystem                1.0.0      /var/containers/Bundle/Application/396FF8EE-DCB7-40FC-A5FD-EE3D4C990E50/1xBet.app/Frameworks/DesignSystem.framework
NeedleFoundation         org.cocoapods.NeedleFoundation            0.17.2     /var/containers/Bundle/Application/396FF8EE-DCB7-40FC-A5FD-EE3D4C990E50/1xBet.app/Frameworks/NeedleFoundation.framework
InfoMessage              org.cocoapods.InfoMessage                 1.0.0      /var/containers/Bundle/Application/396FF8EE-DCB7-40FC-A5FD-EE3D4C990E50/1xBet.app/Frameworks/InfoMessage.framework
BettingDomain            org.cocoapods.BettingDomain               1.0.0      /var/containers/Bundle/Application/396FF8EE-DCB7-40FC-A5FD-EE3D4C990E50/1xBet.app/Frameworks/BettingDomain.framework
SwiftCommon              org.cocoapods.SwiftCommon                 1.0.0      /var/containers/Bundle/Application/396FF8EE-DCB7-40FC-A5FD-EE3D4C990E50/1xBet.app/Frameworks/SwiftCommon.framework
Transcontinental         org.cocoapods.Transcontinental            1.0.0      /var/containers/Bundle/Application/396FF8EE-DCB7-40FC-A5FD-EE3D4C990E50/1xBet.app/Frameworks/Transcontinental.framework
Game                     org.cocoapods.Game                        1.0.0      /var/containers/Bundle/Application/396FF8EE-DCB7-40FC-A5FD-EE3D4C990E50/1xBet.app/Frameworks/Game.framework
VK_ios_sdk               org.cocoapods.VK-ios-sdk                  1.6.2      /var/containers/Bundle/Application/396FF8EE-DCB7-40FC-A5FD-EE3D4C990E50/1xBet.app/Frameworks/VK_ios_sdk.framework
SAMKeychain              org.cocoapods.SAMKeychain                 1.5.3      /var/containers/Bundle/Application/396FF8EE-DCB7-40FC-A5FD-EE3D4C990E50/1xBet.app/Frameworks/SAMKeychain.framework
FinanceBet               org.cocoapods.FinanceBet                  1.0.0      /var/containers/Bundle/Application/396FF8EE-DCB7-40FC-A5FD-EE3D4C990E50/1xBet.app/Frameworks/FinanceBet.framework
Asking jobs to stop...
Unloading objection agent...
